class,X2,C0,X6,C1,X10,C2,X17,C3,X3,C4,X4,C5,X7,C6,X5_1,C7,X13,C8,X15_1,C9
1,67.7146459107166,1.7581212355318987,2.493448,0.2338826448222987,1.6197409997054362,-0.25301522426141315,22.593490158453,0.17460674660220443,3.0,-1.4499325005306616,1.444532,0.9360402260673436,1.849997,-1.0590961246154504,0,-0.950674461412074,0.954459,-0.03733835976592492,0,-0.8880417748123861
4,91.4808129351283,-0.41648157980566053,2.0,0.11431287956571448,1.702825,-0.06656441116703317,22.4675710566161,-1.3543310679970808,3.0,-0.40595638704264375,0.335158,-0.10014141181379223,1.746197,-0.4414469300183378,1,-0.21772340768811707,0.455216,-0.19268027548611089,0,-0.6138460071701315
3,58.6338366754654,2.9191118733997996,1.0,2.2420539247015085,1.6743426399394765,3.570086360457978,20.1709164614082,1.1872056274241445,3.0,0.6915669591018688,0.0,0.47732405081891305,2.0,-0.021481234742691934,0,-1.612535120177936,3.0,-3.8775450795411968,1,1.3864017030241684
4,85.859021184891,0.8634171706329605,2.061969,0.7118673703533553,1.634832,-0.9358817934993527,16.3421686033757,-0.9996604380485079,3.0,-1.553661035595268,1.256119,0.3529415120061939,1.229171,-0.6924782046545056,0,-0.9260535163904535,2.392047,0.027255628663015372,0,-0.2603482723259143
6,105.187834292903,-0.35799819495047497,3.0,-1.56810617847946,1.618348,-1.3871064829941213,26.8392635365656,1.0872148404522874,3.0,-0.05630040639342896,0.670402,0.3453981965447973,2.45126,0.2545008176369376,0,0.09674396087426415,0.043689,-0.13903607581297822,0,0.3699838378081781
3,52.4996543854534,0.9895280921213279,2.0,0.38188954127656205,1.61,-0.9930303788176207,18.6840413749698,-0.41435282042904276,3.0,-0.3015271240604945,1.0,-0.0500981546697866,2.0,-0.06781599938092849,0,-0.39042271473440787,2.0,-0.1930004682505179,0,0.5242965076018894
5,111.853381754315,-1.5921077391744016,1.264234,0.46254884314558314,1.757154,0.13047013191198165,25.7020783430053,-1.095066454518119,3.0,0.7919602989105088,0.002168,-0.8443177229297075,2.0,-0.005712228039558143,1,0.43234972202173333,1.333435,-0.35178058387674754,0,-0.2328727140526712
4,90.1078288787285,0.16296629846053762,3.0,0.910060650517495,1.7,-0.5342195262755219,18.4812077659784,0.7932521543374341,3.0,0.9174895551211677,0.0,-1.2240730515347988,2.0,-0.47491134989230027,1,0.8304566834954038,2.0,-0.2648717321637756,1,0.08399401144582745
4,98.4324496349441,-0.7877169763773316,2.0,2.32667425251123,1.717262,-0.5141947086112735,21.3535687790728,-1.320259567910946,2.984523,-0.9920704015312565,2.0,0.8280060734574786,2.263551,-0.7196132190024626,1,-1.2647752791638025,2.819661,0.4318961037455657,0,-0.058717886641511924
3,47.5803905497424,2.5635595916097467,2.0,-0.6570111235861607,1.59,-0.927032974656474,23.5358487242472,-1.523863169252695,1.0,-0.6911874813028108,2.0,0.20367172086572746,1.8593936962801632,1.638627615185728,0,-0.21439715442308663,0.0,0.946614985118266,0,0.6785727258178654
2,54.5202888011368,-0.47664950164943354,2.0,2.8901030422846103,1.76,-0.5161251704757086,19.5132486709196,-1.1972081997754542,4.0,-0.9158858608471023,2.0,0.3921047777971201,3.0,-0.7596861523338495,1,-1.3527685389449344,2.0,0.2319955892489682,0,0.6614497746228746
0,68.8349110412792,2.1058999445344684,2.0,0.15229477746645553,1.6240648693614081,0.18041661638804773,22.4280722507196,-1.420368548575738,1.0,6.049489243088135,0.0,0.3698243089575207,2.069184,0.5006903810881435,1,0.9352435725926418,0.729898,0.275935941417893,1,-0.8720101850691824
1,85.4166414865602,-1.8294223169772412,2.802696,0.3707787434803345,1.769499,1.7859715065816537,34.474965077461,-0.054125449134420085,3.0,-0.32684118460171196,0.936925,0.8967486291755368,2.978465,-1.6348592425322448,1,-0.7560414498018079,1.974656,0.6971712022011388,0,0.5635526354679175
3,48.8711936376314,2.341764494776737,2.0,-1.1148914189131138,1.55,-0.5544607332349878,20.959024737735,-0.38388184929238767,3.0,0.8799055589828141,0.0,-1.0711617803699254,2.0,0.4692144077914927,0,0.5535643329918933,0.0,-0.8999904706879006,1,0.5321439086536289
4,96.358665631787,-1.6642450547293837,2.0,0.30845414163553303,1.78,4.324901917234419,37.9395463251227,1.4379148585500359,3.0,0.927465682433829,0.0,1.1280247820849116,3.0,0.5513739548993051,1,-1.776376472971714,1.0,0.7833653893896725,0,1.775491143839735
5,125.584733107834,-2.555042663880194,2.49619,0.2456083151509215,1.848845,1.2074056435776774,30.5217876968839,1.633841682441499,3.0,-0.23918131785224797,0.217632,-1.6674960530746417,1.662117,3.486519380197226,1,-0.08719700250770712,0.992371,2.1630264721674726,0,-4.576757991278305
4,80.3120942309034,-0.28654797282431693,2.450784,-3.003650132395223,1.62901,1.5044898296845173,36.5181120817925,0.07041774847067533,2.952821,-0.2884925246007069,0.0,-0.5469549005508126,1.335192,-0.09821098466715356,0,0.5234201870357593,0.180276,-0.35788742910590954,0,0.46315088816621613
3,76.3958265432329,0.37533767310998534,3.0,-0.15382231569823365,1.74,1.757020437312391,21.9888350457842,-0.30728123426435405,3.0,-1.5324553970312187,0.0,-1.6041898689876841,1.0,-1.084837024660802,1,0.6526423938631306,1.0,1.0921898773597112,0,0.26511751810398004
5,119.211044130731,-2.2973861293537428,2.068834,0.5914705594584018,1.830317,-0.22385365156239748,26.4284196691847,0.03747341054604722,3.0,0.8795800721312633,0.038253,-0.5196102084595288,2.543841,-0.2519151979048317,1,0.4706416061783486,1.217993,-0.0548308757634155,0,-0.08585823767703665
3,52.4479296445083,2.418081650148898,3.0,0.40003322979853995,1.64,-0.8091370897175938,22.8622941831296,-0.7506810080628744,1.0,-0.47066599508074375,2.0,1.5068643355586608,2.0,-0.15210313042341897,0,-1.075187261701022,2.0,0.42223814678491245,1,-0.08657261857112535
3,57.1360166274581,0.24854887983720075,3.0,-3.0718118346492393,1.57,1.20253742669886,35.0004005635926,0.7369683405512905,3.0,-0.09016121597767571,0.0,-0.10740016250716045,2.0,-0.3564436389043524,0,0.3659822940421376,0.0,-0.21168719079652032,0,0.823282751769638
4,108.831572332346,-0.9349368550698808,2.0,0.856212603222472,1.811189,-0.5650130084227076,18.7289540765672,-1.6783057157316552,1.250548,0.17367421276095174,0.741069,1.059899883772598,2.121176,-0.24605027124929482,1,-0.5547875969217719,1.0,0.292077223918665,0,-1.0430569339997864
4,81.6513411533667,-0.020732823592685915,2.490507,-3.289233551057411,1.583943,2.1027712429594376,41.3947601020846,-0.3246857131685696,2.974204,-0.777270416780608,0.0,0.4039523830082819,1.6866302545880452,-0.971510078454764,0,-0.17992983573316082,0.0,-0.027382505202636975,0,0.21104334091422156
2,50.6323165092898,0.1544558187865112,2.0,0.7017052751427585,1.70653,-0.9389843000447965,17.9272134508044,-1.4104082460288399,3.0,-0.11109221389881256,1.329237,-0.4740282590031678,2.0,0.9445939885867743,1,-0.12609275220312516,0.0,-0.49672705222225855,0,0.22183222077930492
6,120.916005265244,-0.5652754616512998,3.0,-1.2320847887890962,1.661415,-1.7137570267848017,22.4673087343401,0.9746588661419484,3.0,-0.413581845239561,0.77582,0.040018441106105064,1.91039,0.41463279880756293,0,0.19701684817196422,0.217455,-0.22069829094083412,0,0.1022690334756803
3,52.4080889579521,0.2841979935238796,2.0,0.3591823597960581,1.62,-0.35242073432357907,23.265778812552,-1.1055771100695535,3.0,0.037704560216803865,1.0,-0.3335673590981777,2.0,0.3435686395665256,1,-0.10494887217066112,1.0,-0.31673168169984955,0,0.22905450942252953
4,101.062959664128,-1.0982437843211985,2.0,0.9915556926051273,1.781952,-0.018609926196978613,20.437721991814,-0.8925093985603482,3.0,-0.05364353503611595,0.0,-0.11720471575307548,2.0846201602182703,-1.0622134600932571,1,-0.17600561019707073,1.464204,0.047842198469565805,0,-0.5965409692983226
0,78.580585701483,-0.10092092205022947,2.927409,0.46958599749567204,1.725233,0.13959067004827463,19.2903108802165,1.5066059010272421,3.0,-0.385807835137404,0.797215,1.1501546684910022,2.209991,1.9747757264000383,0,-2.142771641418682,1.0,0.6913043069944291,0,2.369221690919901
2,55.2426767141544,-0.6972077944410235,2.0,2.049768412621797,1.782756,1.0443326939985067,16.3040983491368,-1.2900989347795249,4.0,-0.98664630360585,1.162801,-0.33078158621283876,2.28525,-1.269821853823599,1,-0.867184638472751,2.0,0.05223012906064104,0,0.7235187425031462
0,80.5549892861407,0.15581900324734663,2.0,1.147365214749813,1.753471,-0.7271758865574122,19.1608570646782,-0.9035614860821906,1.391778,-0.0632274394020461,0.97554,1.6940791331896323,2.64548,-1.044280202093788,0,-1.1788678832901003,2.685087,0.6421352914398472,0,-0.29261417729272526
2,56.3521228796234,1.6674775792307297,3.0,-0.2798249926671277,1.699568,-0.4098512085552531,23.7103865761136,0.12062584336736393,3.0,-1.6765925467605813,0.875464,-0.5852525181771548,1.9199435124296995,-0.30162029368281135,0,-0.03927107737116613,0.139808,1.1203681237899683,0,0.6155619660362913
5,119.893759447988,-2.172464066541803,2.739,0.2878317710942705,1.86516,-0.5007058715925151,24.0546835362337,0.44279557340478853,2.740492,0.3907366066848795,0.0,-0.7274120896075912,1.824561,-0.1504126604111385,1,0.7424751761077956,1.094839,-0.042949956943455936,0,-0.4723671191999742
3,49.5478248605145,1.3090584307721418,3.0,-0.43165874967839857,1.665274580174459,3.8490155105265953,51.612977990434,4.774399933691291,3.0,-0.15847888802811175,0.0,0.6929966170759931,3.0,0.51801274407049,0,-2.2534807205347684,2.0,3.7002983900741784,0,-4.360439349982003
1,86.7215973031032,-0.9469330794680489,1.306844,0.24291529348462942,1.785241,-0.2723579704611415,24.179131602624,-1.9079453331692195,2.279546,0.6475283061394875,0.739609,-0.38483933065736176,2.0,0.963747287282102,1,0.15379585578207708,0.0,-0.4443389491161692,0,-0.2662536241328882
1,86.9095821478511,-0.9589174156681542,3.0,1.387914311468102,1.77,0.44038548411742123,18.5078428905597,0.9451272468947013,3.0,-0.3073607010618763,1.0,0.8064941437211752,2.0,2.1515565362927664,1,-1.9661579975522887,1.0,0.6982655549342945,0,2.002553394192538
3,71.058069862024,0.08382776331410646,3.0,2.1824244424571178,1.72,2.6681876843091796,22.639855725816076,3.8938556768059125,3.0,1.0942446680597993,0.0,1.1170980805454973,3.0,-0.11170346974097332,1,-1.0837595976305299,3.0,-3.181589284631601,0,1.5925313980017435
1,80.0694950418644,-0.7800504624118192,3.0,-2.4988950049057714,1.6730925094515894,1.63906821379835,39.4808055722905,0.7153345211135406,3.0,-0.17252812847875948,0.0,0.9805943805267775,2.994515,-1.3972070091953532,0,-0.3635806523091924,0.0,0.3383649398650657,0,0.6689841827129122
6,104.34642875389,-0.11940016943693134,3.0,-1.8720245407408251,1.603404,-1.2599229694201848,26.8346927387454,0.9276349808290084,3.0,-0.2994529236076266,0.546137,0.051479430559522955,1.919473,0.32833078113254416,0,0.2619956060935387,0.027101,-0.25693703141316326,0,0.15632018671973508
3,77.3695762153646,-0.28088295492543625,2.3202911921486415,2.4841085449702835,1.8,1.806388302949719,21.9354975063549,1.1490032740736642,3.0,-0.2072664473164554,1.0,0.8485289563590289,2.0,1.1499643832883872,1,-2.09084237940041,2.0,0.6988834484664785,0,1.1315759571425326
4,82.2308691431829,0.7768387294632516,2.663866,-1.452238467997139,1.616085,-0.8152262343801562,25.0746193988646,-0.47436828221880256,1.416309,-0.16156706745184304,0.598244,1.7117275689335314,2.379275,-0.37619113725588027,0,-0.7132151423459192,0.256323,0.2796718066312585,0,-0.4783727134304714
6,111.900585422824,-0.7358646253908143,3.0,-1.4782952611474627,1.656465,-1.4158950322684791,24.9754624969539,1.4270231601813919,3.0,0.41598336785032786,0.127775,0.27288645799011807,2.784303,-0.043840257015402104,0,0.2931807073464878,0.0,-0.11688656888610452,0,0.3372333678299718
0,73.2176772575189,0.04736429440675155,2.372494,-2.202170371204325,1.65015,1.13701975360834,29.9387232419108,-0.26628657920728666,2.849848,-0.584849785977472,0.303025,-0.6445183811723251,1.028538,-0.020664663138667782,0,0.36873886318501276,0.675983,-0.37423241271342256,0,0.3921745086313226
4,81.4757486971342,1.3119401808136444,2.0,-1.744554223479166,1.562724,-0.5207956665338255,22.4017032402634,-1.2798313740063143,1.0,0.23065527073812542,0.0,1.5135654784344867,2.0,-0.39602370076959087,0,-0.5372690664200854,0.389717,0.06958778731888811,0,-0.8468029947272161
1,83.1010589679552,-0.6429994637864097,2.0,0.2929787201893775,1.713825,-0.43094753521583334,24.5776247891715,-1.0726569532329175,2.6648,0.07145017875504468,1.0,-0.3294062695656326,1.810738,0.5635550186809412,1,0.06393754776170389,0.80989,-0.2604072603742829,0,-0.10331347589516228
6,134.817386694594,-1.4779769233434281,3.0,0.05686446069485525,1.751038,-1.841158605183886,19.8440723569818,1.5702099055499663,3.0,0.05344520657478165,0.655558,0.29800103942748973,2.6412842015678417,-0.2843744298111152,0,0.04621721611530374,1.46046,0.15028130660761893,0,0.29183941219450465
0,69.7709354356097,0.13416713562639415,2.000466,-2.4354021191823536,1.645511,1.2520854307918963,29.4156158464219,-0.6244746547738959,3.0,-0.31051257213233413,0.0,-0.8758058387889722,1.131448,0.12552119043224938,0,0.4861341780789971,0.061366,-0.5952611147787479,0,0.413825280039902
5,121.181815459297,-2.4868590082996374,2.8604001176420826,0.7013702707629503,1.828276,-0.7540007084638048,27.7534769391206,0.8447874354887099,3.0,0.5459888461083193,0.758897,0.0942012434342004,2.966647,-0.18215692124864208,1,0.16923621676723422,1.159598,0.24143629625132573,0,0.20406097328528017
4,104.224581276603,-2.370410616907604,2.787589,-0.3082937918130757,1.78,1.6919180547503823,37.5883653263532,0.34372734449680664,1.114564,1.1684525993662018,0.572185,1.2715285355685515,3.0,-1.0006112436144463,1,-0.09583559732011694,2.710338,0.8950588931803654,0,0.27587206654684376
5,127.251123081522,-2.6767455410156185,2.206276,0.908929920232589,1.908608,-0.004410363821537379,26.8482827124625,0.12385357323749133,3.0,0.4375012136257461,0.0,-0.9685247643789103,1.813082,-0.4060202390201328,1,0.6767554914203752,1.94984,0.005699720429120743,0,-0.39999211376755534
6,111.582446187734,-0.7155894775882679,3.0,-1.4647781311137569,1.649178,-1.4491722296444798,24.6233820020656,1.4689516881259044,3.0,0.48811714933559064,0.096576,0.3241299268182063,2.884077,-0.0824761807777346,0,0.27663869064576857,0.0,-0.10677549017893304,0,0.37052794935025046
5,118.440539925657,-2.3142641205254026,2.619987,-0.4337424435124629,1.756221,0.9748894190890575,32.0209268907878,0.05418654733917985,3.0,-0.08304131378545061,1.090995,-0.10140196855517437,2.194746,-0.08426607014163195,1,0.09583469778403132,1.076926,0.09536465707028319,0,0.5494412163509664
3,59.6625621889526,1.254095888295557,3.0,-1.188261066985712,1.55,3.7319751743898357,37.264479771454,1.9304182720411758,3.0,-1.373012938106422,1.0,1.2034553791630622,1.0,0.7647890159813023,0,-2.1267413856644937,2.0,0.7286161266013963,0,1.7600487667958031
5,119.745084848915,-2.3357053388080855,2.644094,1.2520000625250824,1.829757,-0.7009826158629745,23.7432317902465,0.7110404385268827,3.0,0.5832550798537506,0.500936,-0.14217986786782713,2.740525,-0.5223620064834071,1,0.20970627829149077,2.0,0.24447802201553964,0,0.08812282292974115
4,83.4294184555475,0.887183401696991,2.501236,-0.9576135845411593,1.60074,-1.020380053884103,19.5137456115186,-0.40843235789176385,3.0,-0.9507065557412921,0.537202,0.45061970095918236,1.775592764646207,-0.4209354311680847,0,-0.49903404502380544,0.245003,-0.18635410243414058,0,-0.2387806421020252
6,135.762526849201,-1.5163917853078197,3.0,0.17365261978579982,1.751067,-1.945222528504393,20.0412432993921,1.5267106881498766,3.0,-0.008699561830498454,0.902825,0.437887335053808,2.748569,-0.1786390395587228,0,-0.08090074140594428,1.427037,0.1827423228202953,0,0.3765538985887893
3,75.6360007467836,-0.8585502348576812,3.0,0.47699480649462594,1.8,-0.16449841786472175,22.0952322882577,0.3327015945798746,3.0,-0.2959721323760021,0.0,-1.228959573795063,1.0,-0.4792452262231964,1,0.7584294177005384,2.0,-0.10147744974477946,0,-0.4756222673237887
5,116.732687927099,-1.854307611199631,2.381164,1.022391346446656,1.772731,-0.9402802384868514,27.1091899501448,-0.3255101608824653,3.0,-0.24283092204596152,1.89933,0.17033660226704003,2.3861828262037887,0.5874050479438185,1,-0.31252850234035046,1.211048,0.07820332072389188,0,0.25564430891493595
4,84.3649623808914,0.5447503198820939,3.0,-0.5230791137090928,1.65,-1.6778933539103653,18.3488498783352,0.299462772295989,3.0,-1.2773908505923408,1.350099,-0.31351535085304577,1.0,0.5478996092719556,0,-0.017823745307046848,1.02975,-0.2861787621841563,0,0.04221282565617714
6,110.784076566537,-0.615426796664203,3.0,-1.5497309495884317,1.640745,-1.4053876168973576,25.6081194112036,1.3273642880982368,3.0,0.2716283309111229,0.276907,0.2907197866206614,2.666178,0.04925284906189474,0,0.24460962605871603,0.0,-0.13046558707489136,0,0.3352823058795572
5,110.999774376438,-2.046370987622152,2.303041,-0.8113344465959091,1.770663,0.9195754752511053,28.9975556971199,-0.4622167644348492,3.0,0.1286173266632266,0.725222,-0.4666035889840196,2.065817,0.29589936610841727,1,0.32664450066601913,0.0,-0.24189677587730019,0,0.41185987349623426
2,50.4757225886718,1.7649893387827695,2.449267,0.039945729775476856,1.715597,0.21026064156221314,21.8223804153444,-0.2100920209967959,3.647154,-1.7382521982171797,0.097234,-1.6657873168718171,1.266018,-0.769902084283972,0,0.35104375061876575,0.866045,0.8422302324623202,0,0.45866181309536186
4,91.1301790971138,-1.6048373227751003,2.180047,-0.5115608788455055,1.688436,1.4695296312065103,29.8193440185833,-0.08455819703425703,2.733077,0.9767598417429012,0.0,-0.03583381444799824,2.77962,-0.789467107023918,1,0.22490455998896994,1.454129,0.08432375622284236,0,0.6068535238918417
6,110.676801038297,-0.7146361090878068,3.000710196458952,-1.604746266108364,1.648143,-1.3073737511728418,26.1939403281809,1.4421454859773553,3.0,0.4412343593347907,0.079673,0.27893765929255504,2.786417,-0.07644214067334158,0,0.31158619012937744,0.0,-0.11085873899162535,0,0.34054242693066084
4,107.136275005385,-1.85402983127856,3.0,-0.06175868970397802,1.770126,0.9179469003534911,30.2695131987298,-0.028432881585804343,3.0,-1.0648177167113928,1.604608,-0.4314699466128931,1.163264,-0.007056480121245057,1,0.06079947085814475,1.866023,0.13250495922867986,0,0.3265368202912941
1,83.9257639396825,-0.10685852630653085,2.0,-0.21468165794040395,1.72,-0.40236656625188594,23.2948977483869,-1.8300873585909037,1.0,0.14111337383663855,1.0,0.17236774698934118,1.0,0.9381184874282295,1,0.12210177671085809,1.0,-0.12896045617164179,0,-0.9265349921458138
1,79.6339615995839,-0.1490833950814909,2.01054,-2.274697185635052,1.667469,1.7917869952986305,37.7567378886528,-1.2317331527631545,2.77684,-1.005481944996854,0.790967,0.4899770103612965,1.651548,-0.4148840464101368,0,-0.553002875640719,0.0,-0.0612683746462262,0,0.2638911607887066
4,81.6007580483259,1.0768542999890727,2.843456,-0.8575179735837922,1.631662,-1.3875360497203306,19.3795805092865,-0.719390098366406,2.937989,-1.9780985014146815,1.554404,0.4058291117764871,1.001995,0.28090870655384176,0,-0.6904454234496663,0.0,-0.2212377241456571,0,-0.35608539403092393
5,119.142353803889,-2.453192579004683,2.777165,-0.9272092384905847,1.773521,1.2558175881624323,32.7375625576786,0.4589237198027575,3.0,0.23426571881802422,0.2916,-0.4149181009860965,2.106861,-0.42081860707832197,1,0.5164968295429104,0.925941,0.050253492422396004,0,0.34582414187386695
6,113.41747094477,-0.9096249751572215,3.0,-1.3903706632504202,1.661712,-1.2860348170743015,26.5135467818532,1.5681804840877005,3.0,0.5395966815353972,0.080128,0.36829681919542545,2.961899,-0.22087690947231606,0,0.26384391963839576,0.259424,-0.02079943296704269,0,0.3991534440461544
4,90.0185190159979,-0.24370760029928606,1.0,-1.1676147587864398,1.62,0.5277447471881058,29.3620735712072,-2.1120356208193174,3.0,0.2987620745609646,0.0,-1.2620021509563377,1.0,0.7788240261689463,1,0.6306231476700078,0.0,-0.8672782370720755,0,-0.4953803036497694
4,80.9347532759312,1.0426853578954414,1.0,-0.7167623007755729,1.6,-1.355197151375418,21.7047625304148,-2.5790473993839127,1.0,0.17724978799132385,2.0,1.244544175568371,2.0,1.7846003269833812,0,-0.8393624318053885,0.0,-0.3371987148888045,0,-0.05718114574907432
5,119.22763367277,-2.3888645286229173,3.0,0.7247205052348741,1.82559,-1.0900742304928845,27.8943458536299,0.7011677653204298,3.0,0.20257945554594226,1.415536,0.3309111824115031,3.0,0.2766602501359467,1,-0.0713476110028257,0.691369,0.2336362449752564,0,0.3406410203812937
4,77.0749299886958,0.0686444507650334,2.0,-2.5743621236987533,1.549812,1.7754334412788557,36.599121965266,-0.2571191337489655,2.765213,-0.011795481855190222,0.0,-0.21731707061348712,1.551266,-0.5066315375016573,0,0.23809356264512635,1.350001,-0.20766834228050218,0,0.5651420430833423
2,60.2171901631675,-0.9970067087632335,2.943749,1.2993653483163938,1.8174500841514645,1.1475151768183227,16.6709312915508,0.06160569824554479,4.0,-0.8765383512586142,0.128895,-0.7006668893928999,2.0,-1.9113700457486091,1,-0.19726821303600997,2.0,0.15496036343476907,0,0.3749244432006162
